nombre_universidad,tipo_universidad,quintil,estado,ubicacion,fuente,convocatoria,modalidad,nota_minima,requisitos_adicionales,descripcion
Universidad Nacional Pedro Ruíz Gallo,Pública,4,Licenciada,Lambayeque,Lista oficial PRONABEC 2025,2025,Huallaga,Tercio superior,"Residir en el Huallaga, tercio superior en secundaria",Para jóvenes menores de 22 años residentes en el Huallaga
Universidad Nacional Pedro Ruíz Gallo,Pública,4,Licenciada,Lambayeque,Lista oficial PRONABEC 2025,2025,Vraem,Tercio superior,"Residir en zonas del VRAEM, tercio superior en secundaria",Para jóvenes menores de 22 años residentes en zonas del VRAEM
Universidad Nacional Pedro Ruíz Gallo,Pública,4,Licenciada,Lambayeque,Lista oficial PRONABEC 2025,2025,EIB,Medio superior,"Dominar lengua originaria elegible, medio superior en secundaria",Para quienes dominen lenguas originarias y estudien Educación Intercultural Bilingüe
Universidad Nacional Pedro Ruíz Gallo,Pública,4,Licenciada,Lambayeque,Lista oficial PRONABEC 2025,2025,Protección,Medio superior,"Acreditar tutela del Estado, medio superior en secundaria",Para jóvenes menores de 22 años que estuvieron en tutela del Estado
Universidad Nacional Pedro Ruíz Gallo,Pública,4,Licenciada,Lambayeque,Lista oficial PRONABEC 2025,2025,CNA y PA,Medio superior,Acreditar pertenencia a comunidad nativa o población afroperuana,Para peruanos de comunidades nativas amazónicas o población afroperuana
Universidad Nacional Pedro Ruíz Gallo,Pública,4,Licenciada,Lambayeque,Lista oficial PRONABEC 2025,2025,FF.AA.,Medio superior,"Licencia del Servicio Militar Voluntario, medio superior en secundaria",Para licenciados del Servicio Militar Voluntario (mínimo 12 meses)
Universidad Nacional Pedro Ruíz Gallo,Pública,4,Licenciada,Lambayeque,Lista oficial PRONABEC 2025,2025,Repared,Nota mínima de 12.0,"Acreditar condición de víctima de violencia 1980-2000, nota mínima 12",Para víctimas de la violencia ocurrida entre 1980-2000
Universidad Nacional del Santa,Pública,4,Licenciada,Chimbote,Lista oficial PRONABEC 2025,2025,Ordinaria,Tercio superior,"Acreditar condición de pobreza según SISFOH, tercio superior en secundaria",Para jóvenes menores de 22 años en situación de pobreza o pobreza extrema
Universidad Nacional del Santa,Pública,4,Licenciada,Chimbote,Lista oficial PRONABEC 2025,2025,Huallaga,Tercio superior,"Residir en el Huallaga, tercio superior en secundaria",Para jóvenes menores de 22 años residentes en el Huallaga
Universidad Nacional del Santa,Pública,4,Licenciada,Chimbote,Lista oficial PRONABEC 2025,2025,Vraem,Tercio superior,"Residir en zonas del VRAEM, tercio superior en secundaria",Para jóvenes menores de 22 años residentes en zonas del VRAEM
Universidad Nacional del Santa,Pública,4,Licenciada,Chimbote,Lista oficial PRONABEC 2025,2025,EIB,Medio superior,"Dominar lengua originaria elegible, medio superior en secundaria",Para quienes dominen lenguas originarias y estudien Educación Intercultural Bilingüe
Universidad Nacional del Santa,Pública,4,Licenciada,Chimbote,Lista oficial PRONABEC 2025,2025,Protección,Medio superior,"Acreditar tutela del Estado, medio superior en secundaria",Para jóvenes menores de 22 años que estuvieron en tutela del Estado
Universidad Nacional del Santa,Pública,4,Licenciada,Chimbote,Lista oficial PRONABEC 2025,2025,CNA y PA,Medio superior,Acreditar pertenencia a comunidad nativa o población afroperuana,Para peruanos de comunidades nativas amazónicas o población afroperuana
Universidad Nacional del Santa,Pública,4,Licenciada,Chimbote,Lista oficial PRONABEC 2025,2025,FF.AA.,Medio superior,"Licencia del Servicio Militar Voluntario, medio superior en secundaria",Para licenciados del Servicio Militar Voluntario (mínimo 12 meses)
Universidad Nacional del Santa,Pública,4,Licenciada,Chimbote,Lista oficial PRONABEC 2025,2025,Repared,Nota mínima de 12.0,"Acreditar condición de víctima de violencia 1980-2000, nota mínima 12",Para víctimas de la violencia ocurrida entre 1980-2000
Universidad Nacional Autónoma Altoandina de Tarma,Pública,3,Licenciada,,Lista oficial PRONABEC 2025,2025,Ordinaria,Tercio superior,"Acreditar condición de pobreza según SISFOH, tercio superior en secundaria",Para jóvenes menores de 22 años en situación de pobreza o pobreza extrema
Universidad Nacional Autónoma Altoandina de Tarma,Pública,3,Licenciada,,Lista oficial PRONABEC 2025,2025,Huallaga,Tercio superior,"Residir en el Huallaga, tercio superior en secundaria",Para jóvenes menores de 22 años residentes en el Huallaga
Universidad Nacional Autónoma Altoandina de Tarma,Pública,3,Licenciada,,Lista oficial PRONABEC 2025,2025,Vraem,Tercio superior,"Residir en zonas del VRAEM, tercio superior en secundaria",Para jóvenes menores de 22 años residentes en zonas del VRAEM
Universidad Nacional Autónoma Altoandina de Tarma,Pública,3,Licenciada,,Lista oficial PRONABEC 2025,2025,EIB,Medio superior,"Dominar lengua originaria elegible, medio superior en secundaria",Para quienes dominen lenguas originarias y estudien Educación Intercultural Bilingüe
Universidad Nacional Autónoma Altoandina de Tarma,Pública,3,Licenciada,,Lista oficial PRONABEC 2025,2025,Protección,Medio superior,"Acreditar tutela del Estado, medio superior en secundaria",Para jóvenes menores de 22 años que estuvieron en tutela del Estado
Universidad Nacional Autónoma Altoandina de Tarma,Pública,3,Licenciada,,Lista oficial PRONABEC 2025,2025,CNA y PA,Medio superior,Acreditar pertenencia a comunidad nativa o población afroperuana,Para peruanos de comunidades nativas amazónicas o población afroperuana
Universidad Nacional Autónoma Altoandina de Tarma,Pública,3,Licenciada,,Lista oficial PRONABEC 2025,2025,FF.AA.,Medio superior,"Licencia del Servicio Militar Voluntario, medio superior en secundaria",Para licenciados del Servicio Militar Voluntario (mínimo 12 meses)
Universidad Nacional Autónoma Altoandina de Tarma,Pública,3,Licenciada,,Lista oficial PRONABEC 2025,2025,Repared,Nota mínima de 12.0,"Acreditar condición de víctima de violencia 1980-2000, nota mínima 12",Para víctimas de la violencia ocurrida entre 1980-2000
Universidad Nacional Agraria de la Selva,Pública,3,Licenciada,Tingo María,Lista oficial PRONABEC 2025,2025,Ordinaria,Tercio superior,"Acreditar condición de pobreza según SISFOH, tercio superior en secundaria",Para jóvenes menores de 22 años en situación de pobreza o pobreza extrema
Universidad Nacional Agraria de la Selva,Pública,3,Licenciada,Tingo María,Lista oficial PRONABEC 2025,2025,Huallaga,Tercio superior,"Residir en el Huallaga, tercio superior en secundaria",Para jóvenes menores de 22 años residentes en el Huallaga
Universidad Nacional Agraria de la Selva,Pública,3,Licenciada,Tingo María,Lista oficial PRONABEC 2025,2025,Vraem,Tercio superior,"Residir en zonas del VRAEM, tercio superior en secundaria",Para jóvenes menores de 22 años residentes en zonas del VRAEM
Universidad Nacional Agraria de la Selva,Pública,3,Licenciada,Tingo María,Lista oficial PRONABEC 2025,2025,EIB,Medio superior,"Dominar lengua originaria elegible, medio superior en secundaria",Para quienes dominen lenguas originarias y estudien Educación Intercultural Bilingüe
Universidad Nacional Agraria de la Selva,Pública,3,Licenciada,Tingo María,Lista oficial PRONABEC 2025,2025,Protección,Medio superior,"Acreditar tutela del Estado, medio superior en secundaria",Para jóvenes menores de 22 años que estuvieron en tutela del Estado
Universidad Nacional Agraria de la Selva,Pública,3,Licenciada,Tingo María,Lista oficial PRONABEC 2025,2025,CNA y PA,Medio superior,Acreditar pertenencia a comunidad nativa o población afroperuana,Para peruanos de comunidades nativas amazónicas o población afroperuana
Universidad Nacional Agraria de la Selva,Pública,3,Licenciada,Tingo María,Lista oficial PRONABEC 2025,2025,FF.AA.,Medio superior,"Licencia del Servicio Militar Voluntario, medio superior en secundaria",Para licenciados del Servicio Militar Voluntario (mínimo 12 meses)
Universidad Nacional Agraria de la Selva,Pública,3,Licenciada,Tingo María,Lista oficial PRONABEC 2025,2025,Repared,Nota mínima de 12.0,"Acreditar condición de víctima de violencia 1980-2000, nota mínima 12",Para víctimas de la violencia ocurrida entre 1980-2000
Universidad Nacional Federico Villarreal,Pública,3,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Ordinaria,Tercio superior,"Acreditar condición de pobreza según SISFOH, tercio superior en secundaria",Para jóvenes menores de 22 años en situación de pobreza o pobreza extrema
Universidad Nacional Federico Villarreal,Pública,3,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Huallaga,Tercio superior,"Residir en el Huallaga, tercio superior en secundaria",Para jóvenes menores de 22 años residentes en el Huallaga
Universidad Nacional Federico Villarreal,Pública,3,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Vraem,Tercio superior,"Residir en zonas del VRAEM, tercio superior en secundaria",Para jóvenes menores de 22 años residentes en zonas del VRAEM
Universidad Nacional Federico Villarreal,Pública,3,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,EIB,Medio superior,"Dominar lengua originaria elegible, medio superior en secundaria",Para quienes dominen lenguas originarias y estudien Educación Intercultural Bilingüe
Universidad Nacional Federico Villarreal,Pública,3,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Protección,Medio superior,"Acreditar tutela del Estado, medio superior en secundaria",Para jóvenes menores de 22 años que estuvieron en tutela del Estado
Universidad Nacional Federico Villarreal,Pública,3,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,CNA y PA,Medio superior,Acreditar pertenencia a comunidad nativa o población afroperuana,Para peruanos de comunidades nativas amazónicas o población afroperuana
Universidad Nacional Federico Villarreal,Pública,3,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,FF.AA.,Medio superior,"Licencia del Servicio Militar Voluntario, medio superior en secundaria",Para licenciados del Servicio Militar Voluntario (mínimo 12 meses)
Universidad Nacional Federico Villarreal,Pública,3,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Repared,Nota mínima de 12.0,"Acreditar condición de víctima de violencia 1980-2000, nota mínima 12",Para víctimas de la violencia ocurrida entre 1980-2000
Universidad Nacional Tecnológica de Lima Sur,Pública,3,Licenciada,,Lista oficial PRONABEC 2025,2025,Ordinaria,Tercio superior,"Acreditar condición de pobreza según SISFOH, tercio superior en secundaria",Para jóvenes menores de 22 años en situación de pobreza o pobreza extrema
Universidad Nacional Tecnológica de Lima Sur,Pública,3,Licenciada,,Lista oficial PRONABEC 2025,2025,Huallaga,Tercio superior,"Residir en el Huallaga, tercio superior en secundaria",Para jóvenes menores de 22 años residentes en el Huallaga
Universidad Nacional Tecnológica de Lima Sur,Pública,3,Licenciada,,Lista oficial PRONABEC 2025,2025,Vraem,Tercio superior,"Residir en zonas del VRAEM, tercio superior en secundaria",Para jóvenes menores de 22 años residentes en zonas del VRAEM
Universidad Nacional Tecnológica de Lima Sur,Pública,3,Licenciada,,Lista oficial PRONABEC 2025,2025,EIB,Medio superior,"Dominar lengua originaria elegible, medio superior en secundaria",Para quienes dominen lenguas originarias y estudien Educación Intercultural Bilingüe
Universidad Nacional Tecnológica de Lima Sur,Pública,3,Licenciada,,Lista oficial PRONABEC 2025,2025,Protección,Medio superior,"Acreditar tutela del Estado, medio superior en secundaria",Para jóvenes menores de 22 años que estuvieron en tutela del Estado
Universidad Nacional Tecnológica de Lima Sur,Pública,3,Licenciada,,Lista oficial PRONABEC 2025,2025,CNA y PA,Medio superior,Acreditar pertenencia a comunidad nativa o población afroperuana,Para peruanos de comunidades nativas amazónicas o población afroperuana
Universidad Nacional Tecnológica de Lima Sur,Pública,3,Licenciada,,Lista oficial PRONABEC 2025,2025,FF.AA.,Medio superior,"Licencia del Servicio Militar Voluntario, medio superior en secundaria",Para licenciados del Servicio Militar Voluntario (mínimo 12 meses)
Universidad Nacional Tecnológica de Lima Sur,Pública,3,Licenciada,,Lista oficial PRONABEC 2025,2025,Repared,Nota mínima de 12.0,"Acreditar condición de víctima de violencia 1980-2000, nota mínima 12",Para víctimas de la violencia ocurrida entre 1980-2000
Universidad Nacional de Frontera,Pública,3,Licenciada,Sullana,Lista oficial PRONABEC 2025,2025,Ordinaria,Tercio superior,"Acreditar condición de pobreza según SISFOH, tercio superior en secundaria",Para jóvenes menores de 22 años en situación de pobreza o pobreza extrema
Universidad Nacional de Frontera,Pública,3,Licenciada,Sullana,Lista oficial PRONABEC 2025,2025,Huallaga,Tercio superior,"Residir en el Huallaga, tercio superior en secundaria",Para jóvenes menores de 22 años residentes en el Huallaga
Universidad Nacional de Frontera,Pública,3,Licenciada,Sullana,Lista oficial PRONABEC 2025,2025,Vraem,Tercio superior,"Residir en zonas del VRAEM, tercio superior en secundaria",Para jóvenes menores de 22 años residentes en zonas del VRAEM
Universidad Nacional de Frontera,Pública,3,Licenciada,Sullana,Lista oficial PRONABEC 2025,2025,EIB,Medio superior,"Dominar lengua originaria elegible, medio superior en secundaria",Para quienes dominen lenguas originarias y estudien Educación Intercultural Bilingüe
Universidad Nacional de Frontera,Pública,3,Licenciada,Sullana,Lista oficial PRONABEC 2025,2025,Protección,Medio superior,"Acreditar tutela del Estado, medio superior en secundaria",Para jóvenes menores de 22 años que estuvieron en tutela del Estado
Universidad Nacional de Frontera,Pública,3,Licenciada,Sullana,Lista oficial PRONABEC 2025,2025,CNA y PA,Medio superior,Acreditar pertenencia a comunidad nativa o población afroperuana,Para peruanos de comunidades nativas amazónicas o población afroperuana
Universidad Nacional de Frontera,Pública,3,Licenciada,Sullana,Lista oficial PRONABEC 2025,2025,FF.AA.,Medio superior,"Licencia del Servicio Militar Voluntario, medio superior en secundaria",Para licenciados del Servicio Militar Voluntario (mínimo 12 meses)
Universidad Nacional de Frontera,Pública,3,Licenciada,Sullana,Lista oficial PRONABEC 2025,2025,Repared,Nota mínima de 12.0,"Acreditar condición de víctima de violencia 1980-2000, nota mínima 12",Para víctimas de la violencia ocurrida entre 1980-2000
Universidad Nacional Autónoma de Huanta,Pública,3,Licenciada,,Lista oficial PRONABEC 2025,2025,Ordinaria,Tercio superior,"Acreditar condición de pobreza según SISFOH, tercio superior en secundaria",Para jóvenes menores de 22 años en situación de pobreza o pobreza extrema
Universidad Nacional Autónoma de Huanta,Pública,3,Licenciada,,Lista oficial PRONABEC 2025,2025,Huallaga,Tercio superior,"Residir en el Huallaga, tercio superior en secundaria",Para jóvenes menores de 22 años residentes en el Huallaga
Universidad Nacional Autónoma de Huanta,Pública,3,Licenciada,,Lista oficial PRONABEC 2025,2025,Vraem,Tercio superior,"Residir en zonas del VRAEM, tercio superior en secundaria",Para jóvenes menores de 22 años residentes en zonas del VRAEM
Universidad Nacional Autónoma de Huanta,Pública,3,Licenciada,,Lista oficial PRONABEC 2025,2025,EIB,Medio superior,"Dominar lengua originaria elegible, medio superior en secundaria",Para quienes dominen lenguas originarias y estudien Educación Intercultural Bilingüe
